
P(Speed_Machine=Speed_Machine<0 | Mode_H2M=autonomous Trust_Human=Trust_Human>0 ) = 0.41660 * 0.06036 / 0.07805 = 0.32216 (74) (A_count=1226)
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine>0 EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ) = 0.84472 * 0.00000 / 0.00000 = 0.00000 (0) (A_count=1843)
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual EventW_Machine=EventW_Machine==obstacle detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ) = 0.95500 * 0.00109 / 0.00104 = 1.00000 (3) (A_count=2748)
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine>0 EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human>0 ) = 0.15519 * 0.00000 / 0.00000 = 0.00000 (0) (A_count=1037)
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=autonomous EventW_Machine=EventW_Machine==obstacle detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human<0 ) = 0.95500 * 0.00073 / 0.00070 = 1.00000 (2) (A_count=2748)
P(Trust_Human=Trust_Human<0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 ) = 0.11339 * 0.00000 / 0.24349 = 0.00000 (0) (A_count=302)
P(Trust_Human=Trust_Human<0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=autonomous EventW_Machine=EventW_Machine==obstacle detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 ) = 0.11339 * 0.01325 / 0.00838 = 0.17921 (4) (A_count=302)
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine>0 EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ) = 0.15519 * 0.00096 / 0.00290 = 0.05160 (1) (A_count=1037)
P(CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=manual EventW_Machine=EventW_Machine==obstacle detected Trust_Human=Trust_Human>0 ) = 0.57327 * 0.00000 / 0.00000 = 0.00000 (0) (A_count=1744)
P(CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=manual EventW_Machine=EventW_Machine==false alarm Trust_Human=Trust_Human>0 ) = 0.57327 * 0.00000 / 0.00000 = 0.00000 (0) (A_count=1744)
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine>0 EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ) = 0.84472 * 0.00000 / 0.00000 = 0.00000 (0) (A_count=1843)
P(CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual EventW_Machine=EventW_Machine==pedestrian detected Trust_Human=Trust_Human<0 ) = 0.57327 * 0.00000 / 0.00000 = 0.00000 (0) (A_count=1744)
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=autonomous EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human<0 ) = 0.95500 * 0.03857 / 0.03684 = 1.00000 (106) (A_count=2748)
P(CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=manual EventW_Machine=EventW_Machine==  Trust_Human=Trust_Human==0 ) = 0.57327 * 0.03326 / 0.02245 = 0.84938 (58) (A_count=1744)
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=manual EventW_Machine=EventW_Machine==false alarm CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ) = 0.04465 * 0.00000 / 0.00000 = 0.00000 (0) (A_count=132)
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine==0 EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human<0 ) = 0.15519 * 0.00000 / 0.04859 = 0.00000 (0) (A_count=1037)
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=autonomous EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ) = 0.04465 * 0.00000 / 0.03164 = 0.00000 (0) (A_count=132)
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=autonomous EventW_Machine=EventW_Machine==false alarm CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human>0 ) = 0.95500 * 0.00000 / 0.00000 = 0.00000 (0) (A_count=2748)
P(EventW_Machine=EventW_Machine==cyclist detected | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=manual CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human<0 ) = 0.01548 * 0.00000 / 0.00000 = 0.00000 (0) (A_count=40)
P(CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=manual EventW_Machine=EventW_Machine==pedestrian detected Trust_Human=Trust_Human>0 ) = 0.57327 * 0.00000 / 0.00000 = 0.00000 (0) (A_count=1744)
P(CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=manual EventW_Machine=EventW_Machine==truck detected Trust_Human=Trust_Human==0 ) = 0.57327 * 0.00000 / 0.00000 = 0.00000 (0) (A_count=1744)
P(CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=autonomous EventW_Machine=EventW_Machine==obstacle detected Trust_Human=Trust_Human==0 ) = 0.57327 * 0.00516 / 0.00409 = 0.72415 (9) (A_count=1744)
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual EventW_Machine=EventW_Machine==false alarm CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ) = 0.95500 * 0.00182 / 0.00174 = 1.00000 (5) (A_count=2748)
P(CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=manual EventW_Machine=EventW_Machine==pedestrian detected Trust_Human=Trust_Human<0 ) = 0.57327 * 0.00000 / 0.00000 = 0.00000 (0) (A_count=1744)
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=autonomous EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ) = 0.04465 * 0.20455 / 0.00913 = 1.00000 (27) (A_count=132)
P(Trust_Human=Trust_Human==0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=autonomous EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 ) = 0.76504 * 0.00000 / 0.00079 = 0.00000 (0) (A_count=2282)
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=autonomous EventW_Machine=EventW_Machine==truck detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ) = 0.04465 * 0.00000 / 0.00000 = 0.00000 (0) (A_count=132)
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 EventW_Machine=EventW_Machine==truck detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human<0 ) = 0.84472 * 0.00054 / 0.00046 = 1.00000 (1) (A_count=1843)
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 EventW_Machine=EventW_Machine==obstacle detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ) = 0.84472 * 0.00163 / 0.00182 = 0.75375 (3) (A_count=1843)
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual EventW_Machine=EventW_Machine==truck detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ) = 0.95500 * 0.00036 / 0.00035 = 1.00000 (1) (A_count=2748)
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human<0 ) = 0.95500 * 0.00000 / 0.00000 = 0.00000 (0) (A_count=2748)
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual EventW_Machine=EventW_Machine==truck detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human<0 ) = 0.95500 * 0.00000 / 0.00000 = 0.00000 (0) (A_count=2748)
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human>0 ) = 0.95500 * 0.00000 / 0.00000 = 0.00000 (0) (A_count=2748)
P(CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=autonomous EventW_Machine=EventW_Machine==obstacle detected Trust_Human=Trust_Human<0 ) = 0.57327 * 0.00000 / 0.00000 = 0.00000 (0) (A_count=1744)
P(CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual EventW_Machine=EventW_Machine==obstacle detected Trust_Human=Trust_Human>0 ) = 0.57327 * 0.00057 / 0.00033 = 1.00000 (1) (A_count=1744)
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine>0 EventW_Machine=EventW_Machine==obstacle detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human<0 ) = 0.15519 * 0.00000 / 0.00000 = 0.00000 (0) (A_count=1037)
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ) = 0.84472 * 0.00543 / 0.00608 = 0.75375 (10) (A_count=1843)
P(Trust_Human=Trust_Human<0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=autonomous EventW_Machine=EventW_Machine==obstacle detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 ) = 0.11339 * 0.00662 / 0.00316 = 0.23776 (2) (A_count=302)
P(CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=autonomous EventW_Machine=EventW_Machine==cyclist detected Trust_Human=Trust_Human==0 ) = 0.42638 * 0.00088 / 0.00366 = 0.10243 (1) (A_count=1136)
P(EventW_Machine=EventW_Machine==truck detected | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=autonomous CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ) = 0.00864 * 0.30000 / 0.23379 = 0.01109 (6) (A_count=20)
P(CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual EventW_Machine=EventW_Machine==false alarm Trust_Human=Trust_Human==0 ) = 0.42638 * 0.00440 / 0.00253 = 0.74045 (5) (A_count=1136)
P(Trust_Human=Trust_Human<0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=autonomous EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 ) = 0.11339 * 0.00000 / 0.00069 = 0.00000 (0) (A_count=302)
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=manual EventW_Machine=EventW_Machine==obstacle detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human>0 ) = 0.95500 * 0.00000 / 0.00000 = 0.00000 (0) (A_count=2748)
P(EventW_Machine=EventW_Machine==pedestrian detected | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=autonomous CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ) = 0.03402 * 0.00000 / 0.21026 = 0.00000 (0) (A_count=73)
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine>0 EventW_Machine=EventW_Machine==truck detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human<0 ) = 0.15519 * 0.00000 / 0.00000 = 0.00000 (0) (A_count=1037)
P(Trust_Human=Trust_Human<0 | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=autonomous EventW_Machine=EventW_Machine==false alarm CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 ) = 0.11339 * 0.00000 / 0.00000 = 0.00000 (0) (A_count=302)
P(CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=manual EventW_Machine=EventW_Machine==  Trust_Human=Trust_Human>0 ) = 0.57327 * 0.00000 / 0.00000 = 0.00000 (0) (A_count=1744)
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=manual EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ) = 0.04465 * 0.00000 / 0.00000 = 0.00000 (0) (A_count=132)
P(CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=autonomous EventW_Machine=EventW_Machine==false alarm Trust_Human=Trust_Human>0 ) = 0.57327 * 0.00000 / 0.00000 = 0.00000 (0) (A_count=1744)
P(EventW_Machine=EventW_Machine==pedestrian detected | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=autonomous CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ) = 0.03402 * 0.08219 / 0.00280 = 1.00000 (6) (A_count=73)
P(CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=autonomous EventW_Machine=EventW_Machine==truck detected Trust_Human=Trust_Human>0 ) = 0.57327 * 0.00000 / 0.00113 = 0.00000 (0) (A_count=1744)
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine>0 EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human<0 ) = 0.84472 * 0.00000 / 0.00000 = 0.00000 (0) (A_count=1843)
P(EventW_Machine=EventW_Machine==pedestrian detected | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ) = 0.03402 * 0.00000 / 0.07227 = 0.00000 (0) (A_count=73)
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=manual EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human<0 ) = 0.04465 * 0.00000 / 0.00000 = 0.00000 (0) (A_count=132)
P(Trust_Human=Trust_Human==0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=autonomous EventW_Machine=EventW_Machine==truck detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 ) = 0.76504 * 0.00219 / 0.00325 = 0.51611 (5) (A_count=2282)
P(EventW_Machine=EventW_Machine==cyclist detected | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=autonomous CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ) = 0.01548 * 0.00000 / 0.00208 = 0.00000 (0) (A_count=40)
P(EventW_Machine=EventW_Machine==pedestrian detected | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=autonomous CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human<0 ) = 0.03402 * 0.08219 / 0.00280 = 1.00000 (6) (A_count=73)
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human<0 ) = 0.84472 * 0.00054 / 0.00046 = 1.00000 (1) (A_count=1843)
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 EventW_Machine=EventW_Machine==false alarm CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ) = 0.84472 * 0.00000 / 0.00075 = 0.00000 (0) (A_count=1843)
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine>0 EventW_Machine=EventW_Machine==truck detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ) = 0.84472 * 0.00000 / 0.00000 = 0.00000 (0) (A_count=1843)
P(Trust_Human=Trust_Human>0 | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=manual EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 ) = 0.12122 * 0.00000 / 0.00000 = 0.00000 (0) (A_count=296)
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine==0 EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ) = 0.15519 * 0.00000 / 0.00000 = 0.00000 (0) (A_count=1037)
P(Trust_Human=Trust_Human>0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual EventW_Machine=EventW_Machine==obstacle detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 ) = 0.12122 * 0.00338 / 0.00279 = 0.14678 (1) (A_count=296)
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine==0 EventW_Machine=EventW_Machine==truck detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ) = 0.15519 * 0.00289 / 0.00320 = 0.14033 (3) (A_count=1037)
P(Mode_H2M=autonomous | CurrentBrake_Machine=CurrentBrake_Machine==0 EventW_Machine=EventW_Machine==truck detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ) = 0.84472 * 0.00271 / 0.00244 = 0.93867 (5) (A_count=1843)
P(CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=autonomous EventW_Machine=EventW_Machine==pedestrian detected Trust_Human=Trust_Human<0 ) = 0.42638 * 0.01320 / 0.00760 = 0.74045 (15) (A_count=1136)
P(EventW_Machine=EventW_Machine==pedestrian detected | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=autonomous CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ) = 0.03402 * 0.04110 / 0.00140 = 1.00000 (3) (A_count=73)
P(CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=autonomous EventW_Machine=EventW_Machine==pedestrian detected Trust_Human=Trust_Human==0 ) = 0.42638 * 0.00000 / 0.00000 = 0.00000 (0) (A_count=1136)
P(CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=autonomous EventW_Machine=EventW_Machine==  Trust_Human=Trust_Human<0 ) = 0.42638 * 0.09331 / 0.08583 = 0.46352 (106) (A_count=1136)
P(Trust_Human=Trust_Human==0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 ) = 0.76504 * 0.00175 / 0.00173 = 0.77340 (4) (A_count=2282)
P(CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=manual EventW_Machine=EventW_Machine==obstacle detected Trust_Human=Trust_Human<0 ) = 0.57327 * 0.00000 / 0.00000 = 0.00000 (0) (A_count=1744)
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=manual EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human<0 ) = 0.04465 * 0.00000 / 0.00000 = 0.00000 (0) (A_count=132)
P(CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=autonomous EventW_Machine=EventW_Machine==pedestrian detected Trust_Human=Trust_Human>0 ) = 0.42638 * 0.00088 / 0.00038 = 1.00000 (1) (A_count=1136)
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=autonomous EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human>0 ) = 0.95500 * 0.00036 / 0.00273 = 0.12712 (1) (A_count=2748)
P(EventW_Machine=EventW_Machine==obstacle detected | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=autonomous CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ) = 0.01746 * 0.00000 / 0.00208 = 0.00000 (0) (A_count=44)
P(CurrentBrake_Machine=CurrentBrake_Machine==0 | Mode_H2M=autonomous EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human<0 ) = 0.95500 * 0.00036 / 0.00239 = 0.14523 (1) (A_count=2748)
P(CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=autonomous EventW_Machine=EventW_Machine==obstacle detected Trust_Human=Trust_Human>0 ) = 0.57327 * 0.00631 / 0.00512 = 0.70644 (11) (A_count=1744)
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine==0 EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human<0 ) = 0.15519 * 0.00000 / 0.00046 = 0.00000 (0) (A_count=1037)
P(CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=manual EventW_Machine=EventW_Machine==false alarm Trust_Human=Trust_Human<0 ) = 0.42638 * 0.00000 / 0.00000 = 0.00000 (0) (A_count=1136)
P(EventW_Machine=EventW_Machine==obstacle detected | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=autonomous CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ) = 0.01746 * 0.06818 / 0.21183 = 0.00562 (3) (A_count=44)
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine==0 EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ) = 0.15519 * 0.18997 / 0.30543 = 0.09652 (197) (A_count=1037)
